336.0196021243893,1537.3192310329825,145.9523156152677,393.7154264209899
2534.457197917187,682.7702168521424,146.7505589651049,395.8687373811073
832.1315822502057,1958.3831811574107,146.86819483390357,396.1860674354557
485.3995775145317,1231.1259287356881,146.7505589651049,395.8687373811073
1952.876593716157,2189.0393664951253,145.9523156152677,393.7154264209899
2603.7722294476853,2008.5048894289962,145.9523156152677,393.7154264209899
1703.5864370118404,831.0455448076525,146.7505589651049,395.8687373811073
2827.698220974064,339.7116924091781,145.9523156152677,393.7154264209899
1463.5095716422309,2863.235498347546,145.9523156152677,393.7154264209899
1010.0487934156301,74.6645280997308,146.67929834392754,395.6765074343908
